Round,Result,Running_Money,Debug
12512,Loss,583,"Result: Loss, Money: $583"
12513,Loss,582,"Result: Loss, Money: $582"
12514,Win,583,"Result: Win, Money: $583"
12515,Loss,582,"Result: Loss, Money: $582"
12516,Win,583,"Result: Win, Money: $583"
12517,Loss,582,"Result: Loss, Money: $582"
12518,Push,582,"Result: Push, Money: $582"
12519,Loss,581,"Result: Loss, Money: $581"
12520,Win,582,"Result: Win, Money: $582"
12521,Loss,581,"Result: Loss, Money: $581"
12522,Win,582,"Result: Win, Money: $582"
12523,Loss,581,"Result: Loss, Money: $581"
12524,Loss,580,"Result: Loss, Money: $580"
12525,Win,581,"Result: Win, Money: $581"
12526,Win,582,"Result: Win, Money: $582"
12527,Push,582,"Result: Push, Money: $582"
12528,Loss,581,"Result: Loss, Money: $581"
12529,Loss,580,"Result: Loss, Money: $580"
12530,Loss,579,"Result: Loss, Money: $579"
12531,Win,580,"Result: Win, Money: $580"
12532,Loss,579,"Result: Loss, Money: $579"
12533,Win,580,"Result: Win, Money: $580"
12534,Loss,579,"Result: Loss, Money: $579"
12535,Loss,577,"Result: Loss, Money: $577"
12536,Loss,576,"Result: Loss, Money: $576"
12537,Loss,575,"Result: Loss, Money: $575"
12538,Push,575,"Result: Push, Money: $575"
12539,Loss,574,"Result: Loss, Money: $574"
12540,Win,575,"Result: Win, Money: $575"
12541,Win,576,"Result: Win, Money: $576"
12542,Win,578,"Result: Win, Money: $578"
12543,Loss,577,"Result: Loss, Money: $577"
12544,Win,578,"Result: Win, Money: $578"
12545,Win,579,"Result: Win, Money: $579"
12546,Loss,578,"Result: Loss, Money: $578"
12547,Loss,577,"Result: Loss, Money: $577"
12548,Loss,576,"Result: Loss, Money: $576"
12549,Win,577,"Result: Win, Money: $577"
12550,Win,579,"Result: Win, Money: $579"
12551,Win,580,"Result: Win, Money: $580"
12552,Loss,579,"Result: Loss, Money: $579"
12553,Loss,578,"Result: Loss, Money: $578"
12554,Win,579,"Result: Win, Money: $579"
12555,Win,580,"Result: Win, Money: $580"
12556,Loss,579,"Result: Loss, Money: $579"
12557,Win,580,"Result: Win, Money: $580"
12558,Win,581,"Result: Win, Money: $581"
12559,Win,582,"Result: Win, Money: $582"
12560,Win,583,"Result: Win, Money: $583"
12561,Win,584,"Result: Win, Money: $584"
12562,Loss,583,"Result: Loss, Money: $583"
12563,Win,584,"Result: Win, Money: $584"
12564,Push,584,"Result: Push, Money: $584"
12565,Win,585,"Result: Win, Money: $585"
12566,Win,586,"Result: Win, Money: $586"
12567,Win,587,"Result: Win, Money: $587"
12568,Loss,586,"Result: Loss, Money: $586"
12569,Loss,585,"Result: Loss, Money: $585"
12570,Loss,583,"Result: Loss, Money: $583"
12571,Loss,582,"Result: Loss, Money: $582"
12572,Loss,581,"Result: Loss, Money: $581"
12573,Loss,580,"Result: Loss, Money: $580"
12574,Win,581,"Result: Win, Money: $581"
12575,Loss,580,"Result: Loss, Money: $580"
12576,Win,581,"Result: Win, Money: $581"
12577,Loss,580,"Result: Loss, Money: $580"
12578,Loss,579,"Result: Loss, Money: $579"
12579,Win,580,"Result: Win, Money: $580"
12580,Win,582,"Result: Win, Money: $582"
12581,Win,583,"Result: Win, Money: $583"
12582,Win,584,"Result: Win, Money: $584"
12583,Win,585,"Result: Win, Money: $585"
12584,Loss,584,"Result: Loss, Money: $584"
12585,Win,585,"Result: Win, Money: $585"
12586,Loss,584,"Result: Loss, Money: $584"
12587,Loss,583,"Result: Loss, Money: $583"
12588,Push,583,"Result: Push, Money: $583"
12589,Loss,582,"Result: Loss, Money: $582"
12590,Win,583,"Result: Win, Money: $583"
12591,Loss,582,"Result: Loss, Money: $582"
12592,Loss,581,"Result: Loss, Money: $581"
12593,Loss,580,"Result: Loss, Money: $580"
12594,Loss,579,"Result: Loss, Money: $579"
12595,Win,580,"Result: Win, Money: $580"
12596,Win,581,"Result: Win, Money: $581"
12597,Loss,580,"Result: Loss, Money: $580"
12598,Push,580,"Result: Push, Money: $580"
12599,Win,581,"Result: Win, Money: $581"
12600,Win,582,"Result: Win, Money: $582"
12601,Win,583,"Result: Win, Money: $583"
12602,Loss,582,"Result: Loss, Money: $582"
12603,Win,583,"Result: Win, Money: $583"
12604,Loss,582,"Result: Loss, Money: $582"
12605,Loss,581,"Result: Loss, Money: $581"
12606,Win,582,"Result: Win, Money: $582"
12607,Loss,581,"Result: Loss, Money: $581"
12608,Loss,580,"Result: Loss, Money: $580"
12609,Push,580,"Result: Push, Money: $580"
12610,Push,580,"Result: Push, Money: $580"
12611,Loss,578,"Result: Loss, Money: $578"
12612,Win,580,"Result: Win, Money: $580"
12613,Loss,579,"Result: Loss, Money: $579"
12614,Loss,578,"Result: Loss, Money: $578"
12615,Loss,576,"Result: Loss, Money: $576"
12616,Loss,575,"Result: Loss, Money: $575"
12617,Loss,574,"Result: Loss, Money: $574"
12618,Loss,573,"Result: Loss, Money: $573"
12619,Loss,571,"Result: Loss, Money: $571"
12620,Loss,570,"Result: Loss, Money: $570"
12621,Loss,569,"Result: Loss, Money: $569"
12622,Win,570,"Result: Win, Money: $570"
12623,Loss,568,"Result: Loss, Money: $568"
12624,Push,568,"Result: Push, Money: $568"
12625,Loss,567,"Result: Loss, Money: $567"
12626,Push,567,"Result: Push, Money: $567"
12627,Loss,566,"Result: Loss, Money: $566"
12628,Loss,565,"Result: Loss, Money: $565"
12629,Loss,564,"Result: Loss, Money: $564"
12630,Win,566,"Result: Win, Money: $566"
12631,Win,567,"Result: Win, Money: $567"
12632,Win,568,"Result: Win, Money: $568"
12633,Win,570,"Result: Win, Money: $570"
12634,Loss,569,"Result: Loss, Money: $569"
12635,Loss,568,"Result: Loss, Money: $568"
12636,Win,569,"Result: Win, Money: $569"
12637,Win,570,"Result: Win, Money: $570"
12638,Loss,569,"Result: Loss, Money: $569"
12639,Loss,568,"Result: Loss, Money: $568"
12640,Loss,567,"Result: Loss, Money: $567"
12641,Win,568,"Result: Win, Money: $568"
12642,Win,569,"Result: Win, Money: $569"
12643,Loss,568,"Result: Loss, Money: $568"
12644,Loss,567,"Result: Loss, Money: $567"
12645,Win,569,"Result: Win, Money: $569"
12646,Win,570,"Result: Win, Money: $570"
12647,Loss,569,"Result: Loss, Money: $569"
12648,Win,570,"Result: Win, Money: $570"
12649,Loss,569,"Result: Loss, Money: $569"
12650,Loss,568,"Result: Loss, Money: $568"
12651,Loss,567,"Result: Loss, Money: $567"
12652,Win,568,"Result: Win, Money: $568"
12653,Win,569,"Result: Win, Money: $569"
12654,Loss,568,"Result: Loss, Money: $568"
12655,Win,569,"Result: Win, Money: $569"
12656,Win,571,"Result: Win, Money: $571"
12657,Win,572,"Result: Win, Money: $572"
12658,Loss,571,"Result: Loss, Money: $571"
12659,Win,572,"Result: Win, Money: $572"
12660,Win,573,"Result: Win, Money: $573"
12661,Push,573,"Result: Push, Money: $573"
12662,Win,575,"Result: Win, Money: $575"
12663,Win,576,"Result: Win, Money: $576"
12664,Loss,575,"Result: Loss, Money: $575"
12665,Win,576,"Result: Win, Money: $576"
12666,Win,577,"Result: Win, Money: $577"
12667,Win,578,"Result: Win, Money: $578"
12668,Loss,577,"Result: Loss, Money: $577"
12669,Loss,576,"Result: Loss, Money: $576"
12670,Loss,575,"Result: Loss, Money: $575"
12671,Loss,573,"Result: Loss, Money: $573"
12672,Win,574,"Result: Win, Money: $574"
12673,Win,575,"Result: Win, Money: $575"
12674,Win,577,"Result: Win, Money: $577"
12675,Push,577,"Result: Push, Money: $577"
12676,Loss,576,"Result: Loss, Money: $576"
12677,Loss,575,"Result: Loss, Money: $575"
12678,Loss,573,"Result: Loss, Money: $573"
12679,Loss,572,"Result: Loss, Money: $572"
12680,Win,573,"Result: Win, Money: $573"
12681,Push,573,"Result: Push, Money: $573"
12682,Loss,572,"Result: Loss, Money: $572"
12683,Win,574,"Result: Win, Money: $574"
12684,Win,575,"Result: Win, Money: $575"
12685,Win,576,"Result: Win, Money: $576"
12686,Win,577,"Result: Win, Money: $577"
12687,Loss,575,"Result: Loss, Money: $575"
12688,Loss,574,"Result: Loss, Money: $574"
12689,Loss,573,"Result: Loss, Money: $573"
12690,Win,574,"Result: Win, Money: $574"
12691,Win,575,"Result: Win, Money: $575"
12692,Win,576,"Result: Win, Money: $576"
12693,Loss,575,"Result: Loss, Money: $575"
12694,Win,576,"Result: Win, Money: $576"
12695,Win,577,"Result: Win, Money: $577"
12696,Loss,576,"Result: Loss, Money: $576"
12697,Win,577,"Result: Win, Money: $577"
12698,Win,578,"Result: Win, Money: $578"
12699,Win,579,"Result: Win, Money: $579"
12700,Loss,578,"Result: Loss, Money: $578"
12701,Loss,577,"Result: Loss, Money: $577"
12702,Loss,576,"Result: Loss, Money: $576"
12703,Win,577,"Result: Win, Money: $577"
12704,Win,578,"Result: Win, Money: $578"
12705,Loss,577,"Result: Loss, Money: $577"
12706,Win,578,"Result: Win, Money: $578"
12707,Win,579,"Result: Win, Money: $579"
12708,Win,580,"Result: Win, Money: $580"
12709,Loss,579,"Result: Loss, Money: $579"
12710,Loss,578,"Result: Loss, Money: $578"
12711,Loss,577,"Result: Loss, Money: $577"
12712,Win,579,"Result: Win, Money: $579"
12713,Loss,578,"Result: Loss, Money: $578"
12714,Loss,577,"Result: Loss, Money: $577"
12715,Win,578,"Result: Win, Money: $578"
12716,Loss,577,"Result: Loss, Money: $577"
12717,Win,578,"Result: Win, Money: $578"
12718,Win,579,"Result: Win, Money: $579"
12719,Loss,578,"Result: Loss, Money: $578"
12720,Loss,577,"Result: Loss, Money: $577"
12721,Win,578,"Result: Win, Money: $578"
12722,Win,579,"Result: Win, Money: $579"
12723,Win,581,"Result: Win, Money: $581"
12724,Win,582,"Result: Win, Money: $582"
12725,Push,582,"Result: Push, Money: $582"
12726,Loss,581,"Result: Loss, Money: $581"
12727,Loss,580,"Result: Loss, Money: $580"
12728,Loss,578,"Result: Loss, Money: $578"
12729,Win,579,"Result: Win, Money: $579"
12730,Loss,578,"Result: Loss, Money: $578"
12731,Push,578,"Result: Push, Money: $578"
12732,Win,579,"Result: Win, Money: $579"
12733,Win,580,"Result: Win, Money: $580"
12734,Win,581,"Result: Win, Money: $581"
12735,Loss,580,"Result: Loss, Money: $580"
12736,Loss,578,"Result: Loss, Money: $578"
12737,Push,578,"Result: Push, Money: $578"
12738,Win,579,"Result: Win, Money: $579"
12739,Loss,578,"Result: Loss, Money: $578"
12740,Loss,576,"Result: Loss, Money: $576"
12741,Win,577,"Result: Win, Money: $577"
12742,Loss,576,"Result: Loss, Money: $576"
12743,Win,577,"Result: Win, Money: $577"
12744,Win,578,"Result: Win, Money: $578"
12745,Loss,577,"Result: Loss, Money: $577"
12746,Win,578,"Result: Win, Money: $578"
12747,Loss,577,"Result: Loss, Money: $577"
12748,Loss,576,"Result: Loss, Money: $576"
12749,Win,577,"Result: Win, Money: $577"
12750,Win,579,"Result: Win, Money: $579"
12751,Loss,578,"Result: Loss, Money: $578"
12752,Win,579,"Result: Win, Money: $579"
12753,Loss,578,"Result: Loss, Money: $578"
12754,Loss,577,"Result: Loss, Money: $577"
12755,Push,577,"Result: Push, Money: $577"
12756,Win,578,"Result: Win, Money: $578"
12757,Loss,577,"Result: Loss, Money: $577"
12758,Loss,576,"Result: Loss, Money: $576"
12759,Loss,575,"Result: Loss, Money: $575"
12760,Loss,574,"Result: Loss, Money: $574"
12761,Loss,573,"Result: Loss, Money: $573"
12762,Push,573,"Result: Push, Money: $573"
12763,Win,574,"Result: Win, Money: $574"
12764,Loss,573,"Result: Loss, Money: $573"
12765,Loss,572,"Result: Loss, Money: $572"
12766,Win,574,"Result: Win, Money: $574"
12767,Loss,573,"Result: Loss, Money: $573"
12768,Win,574,"Result: Win, Money: $574"
12769,Push,574,"Result: Push, Money: $574"
12770,Win,575,"Result: Win, Money: $575"
12771,Win,576,"Result: Win, Money: $576"
12772,Push,576,"Result: Push, Money: $576"
12773,Win,577,"Result: Win, Money: $577"
12774,Loss,576,"Result: Loss, Money: $576"
12775,Loss,575,"Result: Loss, Money: $575"
12776,Push,575,"Result: Push, Money: $575"
12777,Loss,574,"Result: Loss, Money: $574"
12778,Push,574,"Result: Push, Money: $574"
12779,Win,575,"Result: Win, Money: $575"
12780,Win,577,"Result: Win, Money: $577"
12781,Win,578,"Result: Win, Money: $578"
12782,Win,579,"Result: Win, Money: $579"
12783,Loss,578,"Result: Loss, Money: $578"
12784,Loss,577,"Result: Loss, Money: $577"
12785,Loss,576,"Result: Loss, Money: $576"
12786,Win,577,"Result: Win, Money: $577"
12787,Win,578,"Result: Win, Money: $578"
12788,Win,579,"Result: Win, Money: $579"
12789,Win,580,"Result: Win, Money: $580"
12790,Push,580,"Result: Push, Money: $580"
12791,Loss,579,"Result: Loss, Money: $579"
12792,Win,580,"Result: Win, Money: $580"
12793,Win,581,"Result: Win, Money: $581"
12794,Loss,580,"Result: Loss, Money: $580"
12795,Win,581,"Result: Win, Money: $581"
12796,Loss,580,"Result: Loss, Money: $580"
12797,Win,581,"Result: Win, Money: $581"
12798,Win,582,"Result: Win, Money: $582"
12799,Loss,581,"Result: Loss, Money: $581"
12800,Loss,579,"Result: Loss, Money: $579"
12801,Win,580,"Result: Win, Money: $580"
12802,Loss,579,"Result: Loss, Money: $579"
12803,Win,580,"Result: Win, Money: $580"
12804,Loss,579,"Result: Loss, Money: $579"
12805,Loss,578,"Result: Loss, Money: $578"
12806,Loss,577,"Result: Loss, Money: $577"
12807,Loss,576,"Result: Loss, Money: $576"
12808,Loss,575,"Result: Loss, Money: $575"
12809,Win,576,"Result: Win, Money: $576"
12810,Loss,575,"Result: Loss, Money: $575"
12811,Win,576,"Result: Win, Money: $576"
12812,Loss,575,"Result: Loss, Money: $575"
12813,Loss,574,"Result: Loss, Money: $574"
12814,Win,575,"Result: Win, Money: $575"
12815,Win,576,"Result: Win, Money: $576"
12816,Win,577,"Result: Win, Money: $577"
12817,Loss,576,"Result: Loss, Money: $576"
12818,Loss,575,"Result: Loss, Money: $575"
12819,Loss,573,"Result: Loss, Money: $573"
12820,Loss,572,"Result: Loss, Money: $572"
12821,Win,573,"Result: Win, Money: $573"
12822,Loss,572,"Result: Loss, Money: $572"
12823,Win,573,"Result: Win, Money: $573"
12824,Loss,572,"Result: Loss, Money: $572"
12825,Loss,571,"Result: Loss, Money: $571"
12826,Loss,570,"Result: Loss, Money: $570"
12827,Loss,569,"Result: Loss, Money: $569"
12828,Loss,568,"Result: Loss, Money: $568"
12829,Loss,566,"Result: Loss, Money: $566"
12830,Push,566,"Result: Push, Money: $566"
12831,Win,567,"Result: Win, Money: $567"
12832,Win,568,"Result: Win, Money: $568"
12833,Loss,567,"Result: Loss, Money: $567"
12834,Push,567,"Result: Push, Money: $567"
12835,Loss,566,"Result: Loss, Money: $566"
12836,Win,567,"Result: Win, Money: $567"
12837,Loss,566,"Result: Loss, Money: $566"
12838,Win,568,"Result: Win, Money: $568"
12839,Win,569,"Result: Win, Money: $569"
12840,Win,570,"Result: Win, Money: $570"
12841,Win,571,"Result: Win, Money: $571"
12842,Win,572,"Result: Win, Money: $572"
12843,Win,573,"Result: Win, Money: $573"
12844,Push,573,"Result: Push, Money: $573"
12845,Win,575,"Result: Win, Money: $575"
12846,Loss,574,"Result: Loss, Money: $574"
12847,Win,575,"Result: Win, Money: $575"
12848,Win,576,"Result: Win, Money: $576"
12849,Loss,575,"Result: Loss, Money: $575"
12850,Push,575,"Result: Push, Money: $575"
12851,Loss,574,"Result: Loss, Money: $574"
12852,Win,575,"Result: Win, Money: $575"
12853,Loss,574,"Result: Loss, Money: $574"
12854,Win,575,"Result: Win, Money: $575"
12855,Loss,574,"Result: Loss, Money: $574"
12856,Win,575,"Result: Win, Money: $575"
12857,Win,576,"Result: Win, Money: $576"
12858,Push,576,"Result: Push, Money: $576"
12859,Loss,575,"Result: Loss, Money: $575"
12860,Win,576,"Result: Win, Money: $576"
12861,Loss,574,"Result: Loss, Money: $574"
12862,Win,575,"Result: Win, Money: $575"
12863,Loss,574,"Result: Loss, Money: $574"
12864,Push,574,"Result: Push, Money: $574"
12865,Loss,573,"Result: Loss, Money: $573"
12866,Win,574,"Result: Win, Money: $574"
12867,Loss,573,"Result: Loss, Money: $573"
12868,Win,574,"Result: Win, Money: $574"
12869,Win,575,"Result: Win, Money: $575"
12870,Loss,574,"Result: Loss, Money: $574"
12871,Win,575,"Result: Win, Money: $575"
12872,Win,576,"Result: Win, Money: $576"
12873,Win,577,"Result: Win, Money: $577"
12874,Loss,576,"Result: Loss, Money: $576"
12875,Push,576,"Result: Push, Money: $576"
12876,Loss,575,"Result: Loss, Money: $575"
12877,Loss,574,"Result: Loss, Money: $574"
12878,Win,575,"Result: Win, Money: $575"
12879,Loss,574,"Result: Loss, Money: $574"
12880,Loss,573,"Result: Loss, Money: $573"
12881,Win,575,"Result: Win, Money: $575"
12882,Win,576,"Result: Win, Money: $576"
12883,Win,577,"Result: Win, Money: $577"
12884,Loss,576,"Result: Loss, Money: $576"
12885,Push,576,"Result: Push, Money: $576"
12886,Win,577,"Result: Win, Money: $577"
12887,Loss,576,"Result: Loss, Money: $576"
12888,Loss,575,"Result: Loss, Money: $575"
12889,Loss,574,"Result: Loss, Money: $574"
12890,Loss,573,"Result: Loss, Money: $573"
12891,Loss,572,"Result: Loss, Money: $572"
12892,Loss,571,"Result: Loss, Money: $571"
12893,Loss,570,"Result: Loss, Money: $570"
12894,Loss,569,"Result: Loss, Money: $569"
12895,Loss,568,"Result: Loss, Money: $568"
12896,Push,568,"Result: Push, Money: $568"
12897,Win,569,"Result: Win, Money: $569"
12898,Loss,568,"Result: Loss, Money: $568"
12899,Loss,567,"Result: Loss, Money: $567"
12900,Win,568,"Result: Win, Money: $568"
12901,Push,568,"Result: Push, Money: $568"
12902,Loss,567,"Result: Loss, Money: $567"
12903,Loss,566,"Result: Loss, Money: $566"
12904,Loss,565,"Result: Loss, Money: $565"
12905,Loss,564,"Result: Loss, Money: $564"
12906,Push,564,"Result: Push, Money: $564"
12907,Loss,562,"Result: Loss, Money: $562"
12908,Win,563,"Result: Win, Money: $563"
12909,Win,564,"Result: Win, Money: $564"
12910,Loss,563,"Result: Loss, Money: $563"
12911,Loss,562,"Result: Loss, Money: $562"
12912,Win,563,"Result: Win, Money: $563"
12913,Loss,562,"Result: Loss, Money: $562"
12914,Loss,561,"Result: Loss, Money: $561"
12915,Win,562,"Result: Win, Money: $562"
12916,Win,563,"Result: Win, Money: $563"
12917,Loss,562,"Result: Loss, Money: $562"
12918,Loss,561,"Result: Loss, Money: $561"
12919,Win,562,"Result: Win, Money: $562"
12920,Loss,561,"Result: Loss, Money: $561"
12921,Win,562,"Result: Win, Money: $562"
12922,Win,563,"Result: Win, Money: $563"
12923,Loss,562,"Result: Loss, Money: $562"
12924,Loss,561,"Result: Loss, Money: $561"
12925,Push,561,"Result: Push, Money: $561"
12926,Win,562,"Result: Win, Money: $562"
12927,Win,563,"Result: Win, Money: $563"
12928,Push,563,"Result: Push, Money: $563"
12929,Loss,562,"Result: Loss, Money: $562"
12930,Loss,561,"Result: Loss, Money: $561"
12931,Loss,560,"Result: Loss, Money: $560"
12932,Loss,559,"Result: Loss, Money: $559"
12933,Loss,558,"Result: Loss, Money: $558"
12934,Loss,557,"Result: Loss, Money: $557"
12935,Win,558,"Result: Win, Money: $558"
12936,Loss,557,"Result: Loss, Money: $557"
12937,Loss,556,"Result: Loss, Money: $556"
12938,Loss,555,"Result: Loss, Money: $555"
12939,Loss,554,"Result: Loss, Money: $554"
12940,Win,556,"Result: Win, Money: $556"
12941,Loss,555,"Result: Loss, Money: $555"
12942,Loss,554,"Result: Loss, Money: $554"
12943,Win,555,"Result: Win, Money: $555"
12944,Win,556,"Result: Win, Money: $556"
12945,Win,557,"Result: Win, Money: $557"
12946,Win,558,"Result: Win, Money: $558"
12947,Win,560,"Result: Win, Money: $560"
12948,Loss,559,"Result: Loss, Money: $559"
12949,Loss,558,"Result: Loss, Money: $558"
12950,Loss,557,"Result: Loss, Money: $557"
12951,Win,558,"Result: Win, Money: $558"
12952,Push,558,"Result: Push, Money: $558"
12953,Win,559,"Result: Win, Money: $559"
12954,Win,560,"Result: Win, Money: $560"
12955,Loss,559,"Result: Loss, Money: $559"
12956,Win,560,"Result: Win, Money: $560"
12957,Win,562,"Result: Win, Money: $562"
12958,Loss,561,"Result: Loss, Money: $561"
12959,Loss,559,"Result: Loss, Money: $559"
12960,Win,560,"Result: Win, Money: $560"
12961,Win,561,"Result: Win, Money: $561"
12962,Win,562,"Result: Win, Money: $562"
12963,Push,562,"Result: Push, Money: $562"
12964,Win,563,"Result: Win, Money: $563"
12965,Loss,562,"Result: Loss, Money: $562"
12966,Loss,560,"Result: Loss, Money: $560"
12967,Win,561,"Result: Win, Money: $561"
12968,Push,561,"Result: Push, Money: $561"
12969,Push,561,"Result: Push, Money: $561"
12970,Win,562,"Result: Win, Money: $562"
12971,Loss,561,"Result: Loss, Money: $561"
12972,Loss,560,"Result: Loss, Money: $560"
